FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,VerDate
McIntosh,HR200304-24,2003-04 Prescribed Burn,2003/09/05,2003/09/06,20.70525486,2864.92006067,06/06/2024
Mckay Reserve,Off Park,2003-04 Prescribed Burn,,,1.61976554,1694.52618930,06/06/2024
Meridth (Clorinda) HR,SNRHR0304-,2003-04 Prescribed Burn,2004/05/08,,2.10796186,925.90722883,06/06/2024
Mitchell Park,Mitchell Park SE Pip,2003-04 Prescribed Burn,2003/12/17,2003/12/17,14.77077854,2570.86488416,06/06/2024
Monash Golf Course,HR200304-29,2003-04 Prescribed Burn,2003/09/06,2003/09/06,108.49520694,5729.37901726,06/06/2024
Moores HR,Off Park HR,2003-04 Prescribed Burn,2004/05/22,,1.47028413,799.22720855,06/06/2024
Moores Road HR,Off Park HR,2003-04 Prescribed Burn,2004/04/24,,0.66939826,358.68864757,06/06/2024
Morgan Rd,Off Park HR,2003-04 Prescribed Burn,,,4.93315636,1204.02982652,06/06/2024
Mountain Lagoon Road,BMS-HR-03-031,2003-04 Prescribed Burn,2004/04/01,2004/04/04,1109.51384559,48450.65519093,06/06/2024
Moyran Parade,HR002,2003-04 Prescribed Burn,2003/10/15,2003/10/16,2.03106132,699.01886331,06/06/2024
Murrua,HR200304-12,2003-04 Prescribed Burn,2003/08/06,2003/08/06,3.84532112,854.29110976,06/06/2024
N. Turra,Off Park,2003-04 Prescribed Burn,,,3.64910417,860.69863949,06/06/2024
Napulya - Perimeter trail,HR200304-10,2003-04 Prescribed Burn,2003/08/05,2003/08/05,9.36981727,1388.71078241,06/06/2024
Narroy Park,Off Park,2003-04 Prescribed Burn,2003/05/01,,0.46870860,682.07904135,06/06/2024
Nerang Ave,Off Park,2003-04 Prescribed Burn,,,6.43188407,1281.91706321,06/06/2024
Notting Lane,HR200304-19,2003-04 Prescribed Burn,2003/08/30,2003/08/30,2.08975769,696.00440601,06/06/2024
Oakdale,SMT -03 HR005,2003-04 Prescribed Burn,2004/03/29,2004/04/27,66.56341636,6938.57077415,06/06/2024
Oxely West complex,SNRHR0304-,2003-04 Prescribed Burn,2004/04/03,,2.74032536,1288.88587018,06/06/2024
Paintball,BMS-HR-03-004,2003-04 Prescribed Burn,2003/09/04,2003/09/05,21.71481840,2337.98364594,06/06/2024
Parklands HR,SNRHR0304-48,2003-04 Prescribed Burn,2004/04/21,2004/04/22,6.19305760,1048.34626427,06/06/2024
Pathilda Reserve,Off Park,2003-04 Prescribed Burn,2003/09/01,,0.61022054,479.45624557,06/06/2024
Peninsula Gardens Village,Off Park,2003-04 Prescribed Burn,2003/08/01,,1.04847224,602.23765658,06/06/2024
Powderworks Road,Off Park HR,2003-04 Prescribed Burn,,,3.72931818,1005.06221877,06/06/2024
Powderworks Road,Off Park,2003-04 Prescribed Burn,2003/09/01,,10.62452681,1923.28033189,06/06/2024
Pretty Beach,HR0304-6,2003-04 Prescribed Burn,2003/08/10,2003/08/18,30.52724018,3483.75380908,06/06/2024
Quarantine Station,NH4 Quarantine Stati,2003-04 Prescribed Burn,2004/01/15,2004/01/20,7.89455138,1514.84108080,06/06/2024
RSL War Veterans,Off Park,2003-04 Prescribed Burn,2003/08/01,,4.95735385,1059.79204868,06/06/2024
Radnor,HR200304-11,2003-04 Prescribed Burn,2003/08/05,2003/08/05,50.17188622,4160.50750332,06/06/2024
Red Hill,Off Park,2003-04 Prescribed Burn,2003/08/01,,3.91843211,1097.47336468,06/06/2024
Rileys Bay,HR0304-5,2003-04 Prescribed Burn,2003/08/18,2003/08/18,42.94094983,3916.96698387,06/06/2024
Rocky Top,BMS-HR-03-029,2003-04 Prescribed Burn,2004/03/31,2004/04/10,309.40144844,38417.08586878,06/06/2024
Scenic Road,HR0304-4,2003-04 Prescribed Burn,2003/08/05,2003/08/18,9.51142023,2818.83156444,06/06/2024
Scenic Road,HR0304-14,2003-04 Prescribed Burn,2004/05/21,2004/05/26,7.49779069,1609.19393824,06/06/2024
Sewer Works,HR200304-14,2003-04 Prescribed Burn,2003/08/08,2003/08/08,19.45396686,2315.10262713,06/06/2024
Sheldon Forest HR,Off Park HR,2003-04 Prescribed Burn,2004/04/01,,0.77010727,423.22339282,06/06/2024
Shelly Beach NH1,NH1 North Head - She,2003-04 Prescribed Burn,2003/11/13,2003/11/13,11.74656444,1506.20356624,06/06/2024
Shortcut Track (Stage 1),BMS-HR-03-039,2003-04 Prescribed Burn,2004/04/27,2004/04/27,2.84088419,846.95843697,06/06/2024
"Skippy Park, Namba Road",Off Park,2003-04 Prescribed Burn,,,6.78098445,1435.84355963,06/06/2024
Smiths Creek,HR200304-36,2003-04 Prescribed Burn,2003/09/20,2003/09/21,126.97879258,5445.50268002,06/06/2024
South Pacific,HR0304-9,2003-04 Prescribed Burn,2003/09/11,,12.99894679,1724.47339403,06/06/2024
Stapleton Park,Off Park,2003-04 Prescribed Burn,,,1.86736207,1991.56161902,06/06/2024
Stony Range,Off Park,2003-04 Prescribed Burn,,,0.73994047,733.82993336,06/06/2024
Stringybark Place,HR001,2003-04 Prescribed Burn,2003/10/15,2003/10/16,2.93202380,723.48356045,06/06/2024
Sturdee Lane,Off Park,2003-04 Prescribed Burn,2003/09/01,,0.18484850,372.00833454,06/06/2024
Thorn Road HR,SNRHR0304-63,2003-04 Prescribed Burn,2004/06/17,,1.68974371,1182.46194178,06/06/2024
Three Falls (W'ford Div),BMS-HR-03-036,2003-04 Prescribed Burn,2004/05/08,2004/05/17,0.50023632,270.66055412,06/06/2024
Three Falls (W'ford Div),BMS-HR-03-036,2003-04 Prescribed Burn,2004/05/08,2004/05/17,0.34020744,239.38759815,06/06/2024
Three Falls (W'ford Div),BMS-HR-03-036,2003-04 Prescribed Burn,2004/05/08,2004/05/17,25.58277556,4938.59515935,06/06/2024
Tongo,BMS-HR-03-032,2003-04 Prescribed Burn,2004/04/01,2004/04/06,965.49472687,15860.44788717,06/06/2024
Tuckwell Place,HR200304-30,2003-04 Prescribed Burn,2003/09/10,2003/09/10,8.78485545,2029.94735470,06/06/2024
Two Creeks (East Lindfiled) S1,HR200304-34,2003-04 Prescribed Burn,2003/09/19,2003/09/19,6.37178018,1546.52084557,06/06/2024
Two Creeks (east Lindfield) S2,HR200304-40,2003-04 Prescribed Burn,2003/11/12,2003/11/12,2.36979062,802.04548109,06/06/2024
Two Creeks (east Lindfield) S3,HR200304-41,2003-04 Prescribed Burn,2003/11/13,2003/11/13,10.45670138,2314.83156510,06/06/2024
Two Creeks (east Lindfield) S4,HR200304-42,2003-04 Prescribed Burn,2003/11/14,2003/11/14,9.97292060,2042.47180089,06/06/2024
Waratah Road,Off Park,2003-04 Prescribed Burn,2003/08/01,,2.62992677,806.35503440,06/06/2024
"Weemala Ave, Faulconbridge",BMS-HR-03-003,2003-04 Prescribed Burn,2003/08/31,2003/08/31,38.99940925,3568.30899362,06/06/2024
West of Bowen Mountain,BMS-HR-03-005,2003-04 Prescribed Burn,2003/09/06,2003/09/06,19.04778798,1714.60214755,06/06/2024
Western,HR200304-33,2003-04 Prescribed Burn,2003/09/18,2003/09/18,1.39558065,620.44013632,06/06/2024
Western Cr HR,SNRHR0304-54,2003-04 Prescribed Burn,2004/05/08,,2.11670564,936.80439843,06/06/2024
Willandra Road,Off Park,2003-04 Prescribed Burn,2003/07/01,,0.13875074,160.20410236,06/06/2024
Womerah,HR0304-7,2003-04 Prescribed Burn,2003/09/03,,1384.16479770,34200.86634232,06/06/2024
Wooglemai,SMT -03 HR007,2003-04 Prescribed Burn,2004/05/06,2004/05/06,9.90374294,2189.26501504,06/06/2024
Woorarra Avenue,Off Park,2003-04 Prescribed Burn,2003/09/01,,24.87229181,2213.27922616,06/06/2024
Wyong Road Reserve,Off Park HR,2003-04 Prescribed Burn,,,0.43899270,287.62489363,06/06/2024
Yiremba Place,HR200304-39,2003-04 Prescribed Burn,2003/09/28,2003/09/28,31.11395505,3809.16979175,06/06/2024
,,2003-04 Prescribed Burn,2003/11/01,,0.39528841,387.64224598,06/06/2024
,Off Park,2003-04 Prescribed Burn,2003/11/01,,0.45821930,465.86044746,06/06/2024
,Off Park HR,2003-04 Prescribed Burn,,,0.27347937,201.85453177,06/06/2024
,Off Park,2003-04 Prescribed Burn,2003/10/01,,0.19504967,493.91847190,06/06/2024
,Off Park HR,2003-04 Prescribed Burn,2004/05/22,,0.31294838,228.45007554,06/06/2024
,Off Park,2003-04 Prescribed Burn,2003/09/01,,2.48588032,713.04230071,06/06/2024
,,2003-04 Prescribed Burn,2003/09/01,,1.56567187,774.53900185,06/06/2024
,Off Park,2003-04 Prescribed Burn,2003/08/01,,2.55617685,1102.42940320,06/06/2024
,Off Park,2003-04 Prescribed Burn,2003/10/01,,0.44922343,273.28717414,06/06/2024
,Off Park,2003-04 Prescribed Burn,2003/11/01,,2.91067148,757.93513131,06/06/2024
,Off Park,2003-04 Prescribed Burn,2003/11/01,,1.05797263,1206.04864132,06/06/2024
,,2003-04 Prescribed Burn,2003/09/01,,0.85050816,403.36732111,06/06/2024
,,2003-04 Prescribed Burn,2003/09/01,,0.45884233,285.05114979,06/06/2024
,Off Park,2003-04 Prescribed Burn,2003/11/01,,0.41285189,337.04477288,06/06/2024
Long Neck Lagoon Strip,,2003-04 Prescribed Burn,,,1.51078332,911.59016909,06/06/2024
Cattai Oval Burn,,2003-04 Prescribed Burn,,,7.25794375,1384.86280525,06/06/2024
West Camp 2,Assets & Huts,2003-04 Prescribed Burn,2003/08/08,2003/08/08,5.14316700,1016.03322261,06/06/2024
East Camp,Assets & Huts,2003-04 Prescribed Burn,2003/08/22,2003/08/22,20.37324201,3038.21450797,06/06/2024
Hockey Field,Assets & Huts,2003-04 Prescribed Burn,2003/08/15,2003/08/15,2.89525124,731.00791381,06/06/2024
RSM's House,Assets & Huts,2003-04 Prescribed Burn,2003/08/15,2003/08/15,1.68688667,665.69145577,06/06/2024
Water Tower,Assets & Huts,2003-04 Prescribed Burn,2003/07/23,2003/07/23,3.07487946,1061.88040056,06/06/2024
Midson / Old Pitt Town Road,Assets & Huts,2003-04 Prescribed Burn,2003/09/19,2003/09/19,6.26198848,3480.57620659,06/06/2024
Burragorang SCA,,2003-04 Prescribed Burn,2004/04/18,,57.00063984,3309.31730004,06/06/2024
"Booker Rd, Hawkesbury Hts",BMS-HR-04-001,2004-05 Prescribed Burn,2004/09/25,2004/09/27,41.80857574,4178.68259277,06/06/2024
Neich Road,09/02 - Neich Road,2004-05 Prescribed Burn,2004/10/09,,35.62675177,2998.22892460,06/06/2024
MacDonald Street,HR0405-1,2004-05 Prescribed Burn,2004/07/01,2004/07/01,7.99697698,1745.04371760,06/06/2024
Somerset preburn Windsor,Off Park HR,2004-05 Prescribed Burn,2005/05/04,2005/05/05,0.29062447,227.07710888,06/06/2024
Moores HR,Off Park HR,2004-05 Prescribed Burn,2004/07/03,2004/07/04,9.70079816,2488.26805684,06/06/2024
Hemers Road,Off Park HR,2004-05 Prescribed Burn,2005/04/03,2005/05/01,22.36922250,2863.23475067,06/06/2024
F llon Drive APZ,Off Park HR,2004-05 Prescribed Burn,2005/03/11,2005/03/12,0.43358102,389.66383659,06/06/2024
85 Quarry Road (preburn to Qua,Off Park HR,2004-05 Prescribed Burn,2004/05/12,2005/05/13,1.76062789,778.54995219,06/06/2024
Lot 129 Weemala R ad,Off Park HR,2004-05 Prescribed Burn,2004/08/28,2004/08/29,0.59640353,339.59728185,06/06/2024
Kinma School,Off Park HR,2004-05 Prescribed Burn,2004/09/17,2004/09/18,0.34051552,274.53555560,06/06/2024
Cayles preburn Golden Jubilee,Off Park HR,2004-05 Prescribed Burn,2005/05/04,2005/05/05,0.34830441,280.35236112,06/06/2024
Cnr Kamber Rd and Mona Vale Rd,Off Park HR,2004-05 Prescribed Burn,2004/08/07,2004/08/08,1.62056981,606.79511048,06/06/2024
Kimbriki Tip,Off Park HR,2004-05 Prescribed Burn,2004/08/07,2004/08/08,6.08353515,2443.44699877,06/06/2024
Kinka Reserve,Off Park HR,2004-05 Prescribed Burn,2004/08/25,2004/08/26,10.18945694,1842.28196588,06/06/2024
Unknown,Off Park HR,2004-05 Prescribed Burn,,,0.88807543,396.24590996,06/06/2024
Quarry Lane,Off Park HR,2004-05 Prescribed Burn,2005/02/19,2005/02/20,5.11846566,1335.66056025,06/06/2024
Greenmount Way,Off Park HR,2004-05 Prescribed Burn,2005/05/04,2005/05/05,0.41553466,267.70392787,06/06/2024
Manly Water Reserve,Off Park HR,2004-05 Prescribed Burn,2004/08/07,2004/08/08,11.94398745,1654.16161824,06/06/2024
Cayles preburn Hartley,Off Park HR,2004-05 Prescribed Burn,2005/05/04,2005/05/06,2.43150923,896.26000089,06/06/2024
Unknown Adj Wakehurs Parkway,Off Park HR,2004-05 Prescribed Burn,,,1.41422610,721.39451929,06/06/2024
Fitzpatric Av West,Off Park HR,2004-05 Prescribed Burn,2004/10/17,2004/10/18,0.35902216,301.70460922,06/06/2024
Maybrook Av?,Off Park HR,2004-05 Prescribed Burn,,,1.89213108,697.18104388,06/06/2024
Carters,Off Park HR,2004-05 Prescribed Burn,2005/02/19,2005/02/20,9.29592765,1878.44996796,06/06/2024
Amaroo,Off Park HR,2004-05 Prescribed Burn,2004/08/07,2004/08/08,0.81066846,386.91416234,06/06/2024
Halls,Off Park HR,2004-05 Prescribed Burn,2004/08/07,2004/08/08,16.03308397,2278.00483494,06/06/2024
Bell,Off Park HR,2004-05 Prescribed Burn,2005/06/10,2005/06/11,1.40543315,548.21105967,06/06/2024
Beecroft Scouts B,Off Park HR,2004-05 Prescribed Burn,2005/05/02,2005/05/03,0.53954814,468.40964948,06/06/2024
Beecroft Scouts A,Off Park HR,2004-05 Prescribed Burn,2005/03/10,2005/03/11,0.59157500,393.83950860,06/06/2024
100 Stanhope,Off Park HR,2004-05 Prescribed Burn,2004/10/16,2004/10/17,0.27224584,302.78056974,06/06/2024
Hopeville,Off Park HR,2004-05 Prescribed Burn,2005/04/27,2005/04/28,0.34399992,323.02710847,06/06/2024
Russel Complex,Off Park HR,2004-05 Prescribed Burn,2004/09/18,2004/09/19,10.55504090,1769.14705741,06/06/2024
Dural Street,Off Park HR,2004-05 Prescribed Burn,2005/04/27,2005/04/28,2.34605672,791.66226123,06/06/2024
Crosslands,SNR HR0405-13,2004-05 Prescribed Burn,2005/02/19,2005/02/21,64.71169767,4255.94077406,06/06/2024
Quartersessions Rd,SNRHR0405 - 14,2004-05 Prescribed Burn,2005/03/12,2005/03/15,22.11549573,3731.84460517,06/06/2024
Bantry Bay HR,SNRHR0405 - 15,2004-05 Prescribed Burn,2005/05/05,2005/05/06,47.31023724,3234.36804153,06/06/2024
Merlin CL HR,SNRHR0405 - 16,2004-05 Prescribed Burn,2005/06/08,2005/06/09,5.91165340,1418.98874833,06/06/2024
318 Mona Vale,SNRHR0405 -10,2004-05 Prescribed Burn,2004/10/16,2004/10/17,2.54734601,625.19613766,06/06/2024
Killawarra Road,SNRHR0405 -6,2004-05 Prescribed Burn,2004/08/25,2004/08/22,7.16562348,1295.04229613,06/06/2024
Birramel,SNRHR0405 -7,2004-05 Prescribed Burn,2004/08/28,2004/09/01,11.00024071,1714.07808032,06/06/2024
Cook Street,SNRHR0405 -8,2004-05 Prescribed Burn,2004/09/18,2004/09/21,5.17377004,1338.55862079,06/06/2024
Oxley West,SNRHR0405 -9,2004-05 Prescribed Burn,2004/09/17,2004/09/17,24.26348233,3187.94055987,06/06/2024
Quarter Sessions 1,SNRHR0405-1,2004-05 Prescribed Burn,2004/08/07,2004/08/07,1.95789059,645.36010206,06/06/2024
Kentia North,SNRHR0405-11,2004-05 Prescribed Burn,2005/02/12,2005/02/12,1.36008354,917.07735548,06/06/2024
Kitchener Rd,SNRHR0405-12,2004-05 Prescribed Burn,2005/02/13,2005/02/13,2.42333949,722.53793510,06/06/2024
Pipeline HR,SNRHR0405-15,2004-05 Prescribed Burn,2005/04/28,2004/05/02,40.11953380,4812.47091305,06/06/2024
Towlers Bay HR,SNRHR0405-2,2004-05 Prescribed Burn,2004/08/09,2004/08/11,15.97869640,2133.31748557,06/06/2024
Rocky creek stage 1,SNRHR0405-3,2004-05 Prescribed Burn,2004/08/10,2004/08/12,0.51581249,389.82821737,06/06/2024
Rocky creek Satge 2,SNRHR0405-4,2004-05 Prescribed Burn,2004/08/11,2004/08/13,5.86349395,1195.80547398,06/06/2024
Baden Street,HR0405-4,2004-05 Prescribed Burn,2005/04/27,,0.33639424,295.58178434,06/06/2024
Cobblers Peg,HR0405-2,2004-05 Prescribed Burn,2005/03/12,,8.39659708,1572.31001091,06/06/2024
Pearces,HR0405-6,2004-05 Prescribed Burn,2005/04/28,,693.54793575,14181.37476695,06/06/2024
Dingo,HR0405-7,2004-05 Prescribed Burn,2005/04/29,,1441.76046341,26744.11365930,06/06/2024
Pomona,HR0405-5,2004-05 Prescribed Burn,2005/04/28,,9.47752941,2849.18845132,06/06/2024
Mourawaring Point,HR0405-9,2004-05 Prescribed Burn,2005/06/07,,24.49207479,2480.96639614,06/06/2024
Hardy's Bay,HR0405-8,2004-05 Prescribed Burn,2005/06/04,,24.37940168,2645.23247677,06/06/2024
Gulguer Nature Reserve,BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/21,2005/05/22,75.11298816,6305.23477220,06/06/2024
"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11,2005/05/12,4.21986260,2760.17965408,06/06/2024
"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11,2005/05/12,3.49561899,991.42737788,06/06/2024
"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11,2005/05/12,0.57236948,458.27256370,06/06/2024
"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11,2005/05/12,0.84744253,402.91973854,06/06/2024
"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11,2005/05/12,1.74363583,1056.13466645,06/06/2024
"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11,2005/05/12,0.55680808,680.55414725,06/06/2024
"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11,2005/05/12,3.73599107,2805.05224989,06/06/2024
"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11,2005/05/12,0.77507880,460.64916816,06/06/2024
Short Cut Track Stage 2,BMS-HR-04-010,2004-05 Prescribed Burn,2005/03/16,2005/03/16,0.06192584,88.21580635,06/06/2024
Avisford Range,BMS-HR-04-009,2004-05 Prescribed Burn,2005/03/15,2005/04/01,457.64878317,13054.07397400,06/06/2024
Mount Wilson North,BMS-HR-04-012,2004-05 Prescribed Burn,2005/03/16,2005/05/17,124.85560815,13584.60522379,06/06/2024
Lyrebird Dell Stage 2,BMS-HR-04-011,2004-05 Prescribed Burn,2005/03/16,2005/03/05,3.18650002,632.80136520,06/06/2024
Bald Hill East,BMS-HR-04-014,2004-05 Prescribed Burn,2005/03/29,2005/04/04,56.83165299,5057.40859855,06/06/2024
Vale Lookout (Vale of Avoca),BMS-HR-04-025,2004-05 Prescribed Burn,2005/04/26,2005/04/29,19.55272202,2440.69304374,06/06/2024
West of Mount Tootie,BMS-HR-04-026,2004-05 Prescribed Burn,2005/04/27,2005/04/30,280.26018826,15855.69249961,06/06/2024
Death Adder Rock,BMS-HR-04-028,2004-05 Prescribed Burn,2005/04/27,2005/05/04,751.27138932,57329.54256361,06/06/2024
"Lynchs Creek, Winmalee-Yarrami",BMS-HR-04-029,2004-05 Prescribed Burn,2005/04/30,2005/05/03,558.26241880,27572.48502080,06/06/2024
Durambang,BMS-HR-04-039,2004-05 Prescribed Burn,2005/05/25,2005/05/31,922.70286647,43657.96339030,06/06/2024
Pear Hill (West),BMS-HR-04-034,2004-05 Prescribed Burn,2005/05/04,2005/05/16,1057.82021959,57716.48480758,06/06/2024
Pear Hill (West),BMS-HR-04-034,2004-05 Prescribed Burn,2005/05/04,2005/05/16,19.25300756,2938.45005977,06/06/2024
Pear Hill (West),BMS-HR-04-034,2004-05 Prescribed Burn,2005/05/04,2005/05/16,6.74488959,1174.39650188,06/06/2024
Pear Hill (West),BMS-HR-04-034,2004-05 Prescribed Burn,2005/05/04,2005/05/16,13.39080978,1663.38279931,06/06/2024
"Hillcrest Avenue, Faulconbrid",BMS-HR-04-040,2004-05 Prescribed Burn,2005/06/04,2005/06/05,9.22364486,2496.62954554,06/06/2024
"Hillcrest Avenue, Faulconbrid",BMS-HR-04-040,2004-05 Prescribed Burn,2005/06/04,2005/06/05,7.72093509,1976.10085614,06/06/2024
Box Ridges,BMS-HR-04-027,2004-05 Prescribed Burn,2005/04/27,2005/05/16,440.01465329,21592.31644608,06/06/2024
Box Ridges,BMS-HR-04-027,2004-05 Prescribed Burn,2005/04/27,2005/05/16,1499.85202764,80593.89474632,06/06/2024
Box Ridges,BMS-HR-04-027,2004-05 Prescribed Burn,2005/04/27,2005/05/16,45.74401148,2949.50772501,06/06/2024
Box Ridges,BMS-HR-04-027,2004-05 Prescribed Burn,2005/04/27,2005/05/16,127.20377221,6613.36218406,06/06/2024
Lees Pinch,BMS-HR-04-018,2004-05 Prescribed Burn,2005/04/18,2005/05/04,1276.10342222,58221.68467287,06/06/2024
Govetts Leap Stage 2,BMS-HR-04-017,2004-05 Prescribed Burn,2005/04/18,2005/04/20,17.74518900,2759.05192134,06/06/2024
"James Street, Braeside",BMS-HR-04-013,2004-05 Prescribed Burn,2005/04/18,2005/04/18,50.27664133,3460.30076033,06/06/2024
Bees Nest,BMS-HR-04-016,2004-05 Prescribed Burn,2005/04/02,2005/04/20,338.20100832,28162.50292708,06/06/2024
Bees Nest,BMS-HR-04-016,2004-05 Prescribed Burn,2005/04/02,2005/04/20,21.78782440,2945.77020512,06/06/2024
Bees Nest,BMS-HR-04-016,2004-05 Prescribed Burn,2005/04/02,2005/04/20,2.86327369,651.12907186,06/06/2024
Bees Nest,BMS-HR-04-016,2004-05 Prescribed Burn,2005/04/02,2005/04/20,6.92878211,1401.64670495,06/06/2024
"Three Falls, Stage 2 (Hazelbro",BMS-HR-04-033,2004-05 Prescribed Burn,2005/05/05,2005/05/08,48.83515204,3825.80043423,06/06/2024
Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18,2005/04/21,223.98145310,6129.92290355,06/06/2024
Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18,2005/04/21,11.70329476,3741.80044294,06/06/2024
Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18,2005/04/21,74.41920121,4277.12608617,06/06/2024
Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18,2005/04/21,53.81696518,3847.36380122,06/06/2024
Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18,2005/04/21,0.00114356,24.45818098,06/06/2024
Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18,2005/04/21,150.66431907,5514.67927423,06/06/2024
Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18,2005/04/21,147.61330307,6525.80170900,06/06/2024
Little Wombeyan,BMS-HR-04-015,2004-05 Prescribed Burn,2005/04/01,2005/04/04,214.77457570,7150.97144960,06/06/2024
Avisford Range (additional dat,BMS-HR-04-009,2004-05 Prescribed Burn,2005/03/15,2005/04/01,5.57652996,1097.37705046,06/06/2024
Savilles Creek (additional dat,SSR/HRO2,2004-05 Prescribed Burn,2004/09/16,2004/09/17,7.86490170,1465.16599182,06/06/2024
Avondale Road Fuel Reduction,,2004-05 Prescribed Burn,,,0.08770055,203.73504221,06/06/2024
Stage 2 Shaws Ridge Winmalee,BMR-HR-05-002,2005-06 Prescribed Burn,2005/09/03,2005/09/04,13.25221530,1976.54131140,06/06/2024
Bowen Mountain South HR,BMR-HR-05-001,2005-06 Prescribed Burn,2005/08/27,2005/09/04,308.02530105,18265.41510907,06/06/2024
Minkara reserve,Off Park,2005-06 Prescribed Burn,,,1.59938144,509.54789156,06/06/2024
Cabage Tree Rd,Off Park,2005-06 Prescribed Burn,,,4.66996550,1313.77306915,06/06/2024
Cabage Tree Rd,Off Park,2005-06 Prescribed Burn,,,0.60552751,345.64219926,06/06/2024
Ingleside Scout Camp,Off Park,2005-06 Prescribed Burn,,,0.61127950,374.18723578,06/06/2024
Bungendore St - Ingleside,Off Park,2005-06 Prescribed Burn,,,11.65043973,1637.86567193,06/06/2024
Coonawarra Stage 1,SNRHR0506-18,2005-06 Prescribed Burn,,,9.03530278,2006.19833403,06/06/2024
Ingleside Park,Off Park,2005-06 Prescribed Burn,,,8.92867924,1513.61143251,06/06/2024
Dendrobium CR,Off Park,2005-06 Prescribed Burn,,,2.69698168,1396.71046933,06/06/2024
Bungoona Av,Off Park,2005-06 Prescribed Burn,,,9.07957977,1347.44631313,06/06/2024
Amaroo Av,Off Park,2005-06 Prescribed Burn,,,0.53067745,512.95559801,06/06/2024
Morgan Rd,Off Park,2005-06 Prescribed Burn,,,23.38658026,2549.01384528,06/06/2024
Waringah Aquatic centre,Off Park,2005-06 Prescribed Burn,,,2.05469547,673.86580041,06/06/2024
Sunny Field,Off Park,2005-06 Prescribed Burn,,,2.23839267,1364.94795893,06/06/2024
Lady Penrhyn Drive,Off Park,2005-06 Prescribed Burn,,,10.80552713,1881.59018456,06/06/2024
Manly Vale Primary School,Off Park,2005-06 Prescribed Burn,,,9.33954401,1381.54490422,06/06/2024
Water Reserve Drive,Off Park,2005-06 Prescribed Burn,,,0.21816116,239.72155627,06/06/2024
Wilkins HR,SNRHR0506-11,2005-06 Prescribed Burn,2005/08/28,2005/08/30,203.79678911,8096.33830663,06/06/2024
Allworth DRive HR,SNRHR0506-04,2005-06 Prescribed Burn,2005/08/14,2005/08/15,3.37341362,1453.08843943,06/06/2024
Salvation Creek HR,SNRHR0506-08,2004-05 Prescribed Burn,2005/08/26,2005/08/30,173.87633474,6919.74574754,06/06/2024
Resolute HR,SNRHR0506-10,2005-06 Prescribed Burn,2005/08/28,2005/08/30,250.71386041,8277.75107108,06/06/2024
Caleys HR Phase 2,SNRHR0506-12,2005-06 Prescribed Burn,2005/09/01,2005/09/03,132.32298228,11059.48018598,06/06/2024
Caleys HR Phase 1,SNRHR0506-06,2005-06 Prescribed Burn,2005/08/19,2005/08/21,80.65058148,7628.29506845,06/06/2024
Merlin HR Stage 2,SNRHR0506-03,2005-06 Prescribed Burn,2005/08/10,2005/08/12,10.34045095,1281.55403506,06/06/2024
Quarry Road HR,SNRHR0506-13,2005-06 Prescribed Burn,2005/09/03,2005/09/05,373.46170582,14765.33349141,06/06/2024
Eastgate HR,SNRHR0506-05,2005-06 Prescribed Burn,2005/08/18,2005/08/20,2.25774075,883.37289404,06/06/2024
Athena,Off Park,2005-06 Prescribed Burn,2005/08/03,2005/08/06,0.31742155,223.08192024,06/06/2024
UTS Burn 1,Off Park,2005-06 Prescribed Burn,2005/09/03,2005/09/03,1.13120327,750.78402706,06/06/2024
UTS Burn 2,Off Park,2005-06 Prescribed Burn,2005/09/04,2005/09/04,0.45823372,401.72973289,06/06/2024
H.A.R.T. Driver Training 2,Off Park,2005-06 Prescribed Burn,2005/08/06,2005/08/06,0.77760737,497.43441695,06/06/2024
Kalkari HR,SNRHR0506-02,2005-06 Prescribed Burn,2005/08/10,2005/08/11,0.05222282,105.93708868,06/06/2024
Wildfire Gardens,Off Park,2005-06 Prescribed Burn,2005/08/11,2005/08/11,6.28514761,2182.33106352,06/06/2024
