FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,VerDate
,,1970-71 Prescribed Burn,,,299.98546431,8615.63712029,06/06/2024
,70/161,1970-71 Prescribed Burn,,,309.02564458,20657.63399306,06/06/2024
,,1970-71 Prescribed Burn,1970/07/01,,13.60000154,1999.48770109,06/06/2024
,"0",1971-72 Prescribed Burn,1971/07/01,,58.99437144,5312.21015186,06/06/2024
,"0",1971-72 Prescribed Burn,1971/07/01,,383.15515433,20564.60273085,06/06/2024
,"0",1971-72 Prescribed Burn,1971/07/01,,27.24194117,3844.24683160,06/06/2024
,"0",1971-72 Prescribed Burn,1971/07/01,,19.78213215,2887.39446810,06/06/2024
,"0",1971-72 Prescribed Burn,1971/07/01,,55.74831064,4980.89220501,06/06/2024
,"0",1971-72 Prescribed Burn,1971/07/01,,53.16935021,4239.19723733,06/06/2024
,"0",1971-72 Prescribed Burn,1971/07/01,,98.11012264,6445.93627444,06/06/2024
,,1974-75 Prescribed Burn,1974/06/01,,2001.43905356,27230.58468576,06/06/2024
,,1975-76 Prescribed Burn,1975/07/01,,825.56982126,15249.00765354,06/06/2024
,,1976-77 Prescribed Burn,,,32.39455247,3450.32392972,06/06/2024
,,1976-77 Prescribed Burn,,,60.59834504,3615.39265107,06/06/2024
,76/160,1976-77 Prescribed Burn,,,31.35595997,2443.51416089,06/06/2024
,76/160,1976-77 Prescribed Burn,,,24.43671901,2209.58497773,06/06/2024
,,1976-77 Prescribed Burn,1976/07/10,,249.44071016,16142.75109517,06/06/2024
,,1977-78 Prescribed Burn,,,271.10225951,7201.05440713,06/06/2024
,,1977-78 Prescribed Burn,,,287.91953527,6927.55662839,06/06/2024
,,1977-78 Prescribed Burn,,,86.07460087,5176.79373386,06/06/2024
,,1977-78 Prescribed Burn,,,41.84399797,2776.36192531,06/06/2024
,77/160,1977-78 Prescribed Burn,,,38.77164386,3107.10772337,06/06/2024
,77/160,1977-78 Prescribed Burn,,,39.50272558,3056.03848571,06/06/2024
,77/160,1977-78 Prescribed Burn,,,109.34645402,4298.14943874,06/06/2024
,77/160,1977-78 Prescribed Burn,,,15.05376695,2121.99389822,06/06/2024
,77/160,1977-78 Prescribed Burn,,,41.47889105,3276.13429314,06/06/2024
,,1977-78 Prescribed Burn,1977/09/10,,764.64360104,30843.49849213,06/06/2024
,,1977-78 Prescribed Burn,1977/09/10,,59.45739182,4354.12030127,06/06/2024
,,1977-78 Prescribed Burn,1977/09/10,,99.74867762,10852.47406066,06/06/2024
,,1977-78 Prescribed Burn,1978/06/01,,129.66945045,10030.28843201,06/06/2024
,,1978-79 Prescribed Burn,,,853.97688461,14280.29269566,06/06/2024
,,1978-79 Prescribed Burn,,,368.23849404,10022.69901239,06/06/2024
,78/160,1978-79 Prescribed Burn,,,25.34958927,2494.60729392,06/06/2024
,78/160,1978-79 Prescribed Burn,,,15.61155902,1846.45055116,06/06/2024
,78/160,1978-79 Prescribed Burn,,,38.82635184,2646.31896924,06/06/2024
,78/160,1978-79 Prescribed Burn,,,39.40686538,2505.06251541,06/06/2024
,,1978-79 Prescribed Burn,,,101.89107844,8943.08512880,06/06/2024
,,1979-80 Prescribed Burn,,,27.65352565,3649.09080523,06/06/2024
,,1979-80 Prescribed Burn,,,86.71281438,10640.62404366,06/06/2024
,79/161,1979-80 Prescribed Burn,,,104.64959457,5169.26693967,06/06/2024
,79/161,1979-80 Prescribed Burn,,,115.11787901,8536.39033929,06/06/2024
,79/161,1979-80 Prescribed Burn,,,37.75429564,2334.06736962,06/06/2024
,79/161,1979-80 Prescribed Burn,,,13.74201348,1454.95200773,06/06/2024
,79/160,1979-80 Prescribed Burn,,,43.70472762,4093.92586382,06/06/2024
,,1979-80 Prescribed Burn,1979/08/01,,182.43210739,12119.45144588,06/06/2024
,,1980-81 Prescribed Burn,,,28.93407161,3010.12126736,06/06/2024
,,1980-81 Prescribed Burn,,,719.72804075,11850.93160454,06/06/2024
,,1980-81 Prescribed Burn,,,55.69464249,3248.62655670,06/06/2024
,,1980-81 Prescribed Burn,,,381.10497894,9982.80200009,06/06/2024
,,1980-81 Prescribed Burn,,,1254.49558398,15325.52642726,06/06/2024
,,1980-81 Prescribed Burn,,,134.92500688,5291.95762727,06/06/2024
,,1980-81 Prescribed Burn,,,1123.29197433,16601.41453207,06/06/2024
,,1980-81 Prescribed Burn,,,111.50341760,6626.67299677,06/06/2024
,,1980-81 Prescribed Burn,,,27.31762080,3567.43666760,06/06/2024
,,1980-81 Prescribed Burn,,,41.06385008,4115.62175863,06/06/2024
,,1980-81 Prescribed Burn,,,52.37606788,6582.06478340,06/06/2024
,,1980-81 Prescribed Burn,,,15.48287224,1872.56880901,06/06/2024
,,1980-81 Prescribed Burn,,,10.31226376,1750.34980501,06/06/2024
,,1980-81 Prescribed Burn,,,26.03808104,2340.55714317,06/06/2024
,,1980-81 Prescribed Burn,,,5.91070017,1013.49672908,06/06/2024
,,1980-81 Prescribed Burn,,,4.03926936,1628.79398806,06/06/2024
,,1980-81 Prescribed Burn,,,8.59263782,1212.56696357,06/06/2024
,,1980-81 Prescribed Burn,,,3.56847533,1277.87937336,06/06/2024
,,1980-81 Prescribed Burn,,,70.11766462,4222.41647405,06/06/2024
,80/162,1980-81 Prescribed Burn,,,1.68791857,499.07676686,06/06/2024
,80/161,1980-81 Prescribed Burn,,,272.47933395,12998.38430847,06/06/2024
,80/160,1980-81 Prescribed Burn,,,49.73809261,3595.12590530,06/06/2024
,,1980-81 Prescribed Burn,,,143.21194414,11473.44226768,06/06/2024
,,1980-81 Prescribed Burn,1981/01/01,,197.43322445,21254.01665560,06/06/2024
,,1980-81 Prescribed Burn,1980/09/11,,121.45128850,4518.18692489,06/06/2024
,,1981-82 Prescribed Burn,,,8.37694040,2540.80733526,06/06/2024
,,1981-82 Prescribed Burn,,,27.71737389,4321.49469965,06/06/2024
,,1981-82 Prescribed Burn,,,4.21432694,998.04125915,06/06/2024
,,1981-82 Prescribed Burn,,,2.84731443,761.94073115,06/06/2024
,,1981-82 Prescribed Burn,,,24.26060789,3001.81015493,06/06/2024
,,1981-82 Prescribed Burn,,,4.34181674,777.40470821,06/06/2024
,,1981-82 Prescribed Burn,,,3.83583042,836.22941948,06/06/2024
,,1981-82 Prescribed Burn,,,7.33839916,1485.37674099,06/06/2024
,,1981-82 Prescribed Burn,,,30.66102959,2504.68619578,06/06/2024
,,1981-82 Prescribed Burn,,,25.81128422,2783.78558876,06/06/2024
,,1981-82 Prescribed Burn,,,36.09590307,6076.00796068,06/06/2024
,,1981-82 Prescribed Burn,,,5.56882512,1171.87805159,06/06/2024
,,1981-82 Prescribed Burn,,,2.38813138,634.03446249,06/06/2024
,,1981-82 Prescribed Burn,,,11.80856329,1689.61946170,06/06/2024
,,1981-82 Prescribed Burn,,,649.53830366,11245.32967242,06/06/2024
,,1981-82 Prescribed Burn,,,17.79727036,2367.40173702,06/06/2024
,,1981-82 Prescribed Burn,,,4.85043024,1649.91092455,06/06/2024
,,1981-82 Prescribed Burn,,,312.52003288,15431.02484587,06/06/2024
,,1981-82 Prescribed Burn,,,145.85240593,5907.32382629,06/06/2024
,,1981-82 Prescribed Burn,,,7.82821348,4114.17244301,06/06/2024
,,1981-82 Prescribed Burn,1982/01/01,,304.72389654,8418.36337454,06/06/2024
,,1981-82 Prescribed Burn,1982/01/01,,104.95011553,4261.14765810,06/06/2024
,,1981-82 Prescribed Burn,1982/01/01,,2.43641094,582.30580148,06/06/2024
,,1982-83 Prescribed Burn,,,94.65625314,5036.14198821,06/06/2024
,,1982-83 Prescribed Burn,,,1184.29640620,19851.95210636,06/06/2024
,,1982-83 Prescribed Burn,,,187.24005367,8650.59987735,06/06/2024
,,1982-83 Prescribed Burn,,,201.59320294,22901.32453152,06/06/2024
,,1982-83 Prescribed Burn,,,95.54006994,10608.41362087,06/06/2024
,,1982-83 Prescribed Burn,,,32.16011386,5102.56619325,06/06/2024
,,1982-83 Prescribed Burn,,,80.00943148,9224.50166291,06/06/2024
,,1982-83 Prescribed Burn,,,50.16948814,3642.14705602,06/06/2024
,,1982-83 Prescribed Burn,,,13.16053450,2000.58563468,06/06/2024
,82/160,1982-83 Prescribed Burn,,,22.10660587,2134.78932285,06/06/2024
,82/160,1982-83 Prescribed Burn,,,58.60195766,4692.77306149,06/06/2024
,82/161,1982-83 Prescribed Burn,,,250.19803199,17136.71851188,06/06/2024
,82/161,1982-83 Prescribed Burn,,,329.08962028,19870.49903974,06/06/2024
,,1982-83 Prescribed Burn,,,53.80006948,3547.78454736,06/06/2024
,,1982-83 Prescribed Burn,,,5.37168520,1103.27637446,06/06/2024
,,1982-83 Prescribed Burn,,,4.37947096,864.58264761,06/06/2024
,,1982-83 Prescribed Burn,,,1.89515937,613.39916293,06/06/2024
,,1982-83 Prescribed Burn,,,5.79771303,973.69577492,06/06/2024
,,1982-83 Prescribed Burn,,,18.63443221,1871.94352509,06/06/2024
,,1982-83 Prescribed Burn,,,22.29264400,1895.09273569,06/06/2024
,,1982-83 Prescribed Burn,,,118.25604400,8367.64599684,06/06/2024
,,1982-83 Prescribed Burn,,,549.29726634,11655.58526192,06/06/2024
,,1982-83 Prescribed Burn,,,129.73383675,5402.60336924,06/06/2024
,,1983-84 Prescribed Burn,,,110.86622494,7114.28790604,06/06/2024
,,1983-84 Prescribed Burn,,,24.22423317,2841.29796101,06/06/2024
,,1983-84 Prescribed Burn,1984/01/01,,48.61987355,5830.98118321,06/06/2024
,,1983-84 Prescribed Burn,1984/01/01,,591.61793269,29732.40752665,06/06/2024
,,1984-85 Prescribed Burn,,,213.17987588,7100.69709418,06/06/2024
,,1984-85 Prescribed Burn,,,177.23967671,5542.33047734,06/06/2024
,,1984-85 Prescribed Burn,,,228.48425505,11317.10989035,06/06/2024
,,1984-85 Prescribed Burn,,,92.35389865,7382.11474583,06/06/2024
,,1984-85 Prescribed Burn,,,4.61573572,1386.95378308,06/06/2024
,,1984-85 Prescribed Burn,,,2.01253928,707.82603817,06/06/2024
,,1984-85 Prescribed Burn,,,0.72470313,453.13725534,06/06/2024
,,1984-85 Prescribed Burn,,,0.71855022,415.21268576,06/06/2024
,,1984-85 Prescribed Burn,,,6.75162602,2049.23762772,06/06/2024
,,1984-85 Prescribed Burn,,,310.96141415,7115.40173913,06/06/2024
,,1984-85 Prescribed Burn,,,34.71326023,2317.18583839,06/06/2024
,,1984-85 Prescribed Burn,,,73.07378802,9133.89284511,06/06/2024
,,1984-85 Prescribed Burn,,,178.04050838,9501.36947634,06/06/2024
,84/161,1984-85 Prescribed Burn,,,54.34910436,9435.35412560,06/06/2024
,84/160,1984-85 Prescribed Burn,,,71.67001456,4021.89837860,06/06/2024
,84/162,1984-85 Prescribed Burn,,,13.19857898,3127.83112647,06/06/2024
,84/163,1984-85 Prescribed Burn,,,231.44051758,30968.84922134,06/06/2024
,84/163,1984-85 Prescribed Burn,,,620.14442267,69994.45964767,06/06/2024
,84/165,1984-85 Prescribed Burn,,,2.94690831,665.13993987,06/06/2024
,84/164,1984-85 Prescribed Burn,,,60.84886783,5904.67598804,06/06/2024
,,1984-85 Prescribed Burn,1985/01/01,,2.08074269,3040.01235020,06/06/2024
,,1984-85 Prescribed Burn,1985/01/01,,0.02855856,67.61216686,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,57.70521093,3683.78837649,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,76.73095715,3871.32012437,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,256.40426437,7411.38486723,06/06/2024
,"0",1984-85 Prescribed Burn,1985/03/01,,89.13643994,3820.50835453,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,102.59801870,4440.23713116,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,54.52514338,3045.81689265,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,31.43366749,2830.51083406,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,63.47707803,3448.15850798,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,34.38766977,2785.10645927,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,121.02581911,4497.51779282,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,91.77329871,3957.55992499,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,157.55240574,5632.55641166,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,98.76110838,3879.32462920,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,83.71460766,4033.95994191,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,174.49407032,5727.58230669,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,89.47793099,4248.71577873,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,134.08852924,5426.70450681,06/06/2024
,"0",1984-85 Prescribed Burn,1985/03/01,,183.58981651,6176.32237120,06/06/2024
,"0",1984-85 Prescribed Burn,1985/03/01,,136.30703640,5251.13662889,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,242.59850603,5793.89679889,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,70.46464490,3690.17421179,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,87.59674801,3631.84064146,06/06/2024
,"0",1984-85 Prescribed Burn,1984/07/01,,231.97499395,9041.30681592,06/06/2024
,,1985-86 Prescribed Burn,,,55.93937602,2838.53014968,06/06/2024
,,1985-86 Prescribed Burn,,,1454.54650702,28956.62595570,06/06/2024
,,1985-86 Prescribed Burn,,,1753.99540235,26146.78204096,06/06/2024
,,1985-86 Prescribed Burn,,,75.64179390,4088.13638856,06/06/2024
,,1985-86 Prescribed Burn,,,138.31157952,6707.49892759,06/06/2024
,,1985-86 Prescribed Burn,,,517.36053747,11506.92422758,06/06/2024
,,1985-86 Prescribed Burn,,,999.83723452,22130.19280786,06/06/2024
,,1985-86 Prescribed Burn,,,194.34019768,6175.33413514,06/06/2024
,,1985-86 Prescribed Burn,,,7.78619685,1261.52395248,06/06/2024
,,1985-86 Prescribed Burn,,,150.52864637,16986.97349238,06/06/2024
,,1985-86 Prescribed Burn,,,25.58904373,2747.74932554,06/06/2024
,,1985-86 Prescribed Burn,,,70.61056238,7774.87118246,06/06/2024
,,1985-86 Prescribed Burn,,,18.19399916,4386.08355717,06/06/2024
,,1985-86 Prescribed Burn,,,12.83503687,3374.30882630,06/06/2024
,,1985-86 Prescribed Burn,,,4.93706464,1721.20870965,06/06/2024
,,1985-86 Prescribed Burn,,,697.43030820,13730.87083864,06/06/2024
,,1985-86 Prescribed Burn,,,475.30564620,9843.23320577,06/06/2024
,,1985-86 Prescribed Burn,,,2071.78753617,24250.68022083,06/06/2024
,,1985-86 Prescribed Burn,,,220.29460394,8712.51242483,06/06/2024
,,1985-86 Prescribed Burn,,,8.35011137,1507.16695260,06/06/2024
,HR #85/160,1985-86 Prescribed Burn,,,50.84502358,4015.94686433,06/06/2024
,HR #85/163,1985-86 Prescribed Burn,,,2.10957239,712.25588946,06/06/2024
,HR #85/160,1985-86 Prescribed Burn,,,2.83233427,992.62741187,06/06/2024
,HR #85/162,1985-86 Prescribed Burn,,,1.82155814,638.25117562,06/06/2024
,HR #85/162,1985-86 Prescribed Burn,,,12.28340765,2032.89769695,06/06/2024
,HR #85/160,1985-86 Prescribed Burn,,,17.58139522,1843.66744133,06/06/2024
,HR #85/160,1985-86 Prescribed Burn,,,4.63780750,893.76693158,06/06/2024
,HR #85/164,1985-86 Prescribed Burn,,,2.80661686,885.42938927,06/06/2024
,HR #85/181,1985-86 Prescribed Burn,,,15.75965753,2585.12384482,06/06/2024
,HR #85/166,1985-86 Prescribed Burn,,,23.31415052,4837.29803784,06/06/2024
,HR #85/167,1985-86 Prescribed Burn,,,3.32059028,1306.04431851,06/06/2024
,Unclassified,1985-86 Prescribed Burn,,,3.18409663,1027.15317248,06/06/2024
,HR #85/167,1985-86 Prescribed Burn,,,9.28933100,2615.58758822,06/06/2024
,HR #85/180,1985-86 Prescribed Burn,,,0.83121309,699.62091869,06/06/2024
,HR #85/165,1985-86 Prescribed Burn,,,13.92302490,1566.51623217,06/06/2024
,HR #85/165,1985-86 Prescribed Burn,,,58.35314184,3704.40731605,06/06/2024
,HR #85/165,1985-86 Prescribed Burn,,,31.79234517,4411.21912525,06/06/2024
,HR #85/161,1985-86 Prescribed Burn,,,52.02725705,4333.48430932,06/06/2024
,HR #85/168,1985-86 Prescribed Burn,,,61.33362591,6318.79412775,06/06/2024
,HR #85/179,1985-86 Prescribed Burn,,,55.01620938,9038.56512452,06/06/2024
,,1985-86 Prescribed Burn,1986/01/01,,597.15985172,11133.61326312,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,295.89594850,17946.05052341,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,476.98615507,13557.70058992,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,81.60995795,5721.38712520,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,716.43521870,42382.03650197,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,1778.05507004,49484.40373293,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,25.10116551,3274.92921249,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,119.70885843,5110.10783910,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,73.31340747,5367.48788079,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,636.40733244,11539.59159347,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,153.21760743,5732.30512526,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,84.32595054,6640.21646677,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,39.57070411,4751.88047951,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,95.29074118,4923.08606724,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,522.82513331,10110.83746178,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,86.06441274,3663.96860580,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,192.57945907,8449.64118948,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,692.49237100,22476.59989035,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,713.70669405,17284.05834342,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,44.49602232,3769.70786258,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,32.25133626,3501.65080490,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,133.33754441,4642.89767848,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,11.04456940,1566.44219243,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,10.53515720,1336.21844629,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,24.54535865,2557.80739267,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,47.71928508,2964.54941891,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,81.11915697,4055.93606469,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,124.19342595,5232.19879937,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,82.08684183,4883.08554488,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,793.30512531,18294.75199853,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,353.46866417,15245.20647507,06/06/2024
,"0",1985-86 Prescribed Burn,1986/03/01,,1373.95800233,32852.70141287,06/06/2024
,"0",1985-86 Prescribed Burn,1985/07/01,,27.80675050,2216.10541655,06/06/2024
,,1986-87 Prescribed Burn,,,287.99373788,7494.06108179,06/06/2024
,,1986-87 Prescribed Burn,,,200.27300929,9304.65420574,06/06/2024
,,1986-87 Prescribed Burn,,,198.99307036,15301.82510890,06/06/2024
,,1986-87 Prescribed Burn,,,53.58312215,3138.40558004,06/06/2024
,,1986-87 Prescribed Burn,,,34.35484850,2923.09260509,06/06/2024
,,1986-87 Prescribed Burn,,,56.23399909,3081.13334491,06/06/2024
,86/161,1986-87 Prescribed Burn,,,4.31795166,1299.23874773,06/06/2024
,86/166,1986-87 Prescribed Burn,,,2.60238006,955.12263732,06/06/2024
,86/165,1986-87 Prescribed Burn,,,8.97057986,1375.61411737,06/06/2024
,86/172,1986-87 Prescribed Burn,,,127.09732900,6200.46845448,06/06/2024
,86/SF173,1986-87 Prescribed Burn,,,123.35412907,5156.83865216,06/06/2024
,86/172,1986-87 Prescribed Burn,,,110.40835253,6355.98581304,06/06/2024
,86/172,1986-87 Prescribed Burn,,,111.20452016,7960.44368359,06/06/2024
,86/171,1986-87 Prescribed Burn,,,1327.02814804,90463.61130653,06/06/2024
,86/170,1986-87 Prescribed Burn,,,97.71365365,8372.92138175,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,41.06266325,4246.46656268,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.58344859,355.12159088,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,5.53967786,4359.44557994,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,1.69575528,698.67504058,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,30.93350416,4834.71774850,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.11211357,180.42728488,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.26772445,396.58513679,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.34539312,461.52354214,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.23102704,282.52652208,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.01339120,51.58317453,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,81.89953894,11176.89719215,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.12935019,206.01176773,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.11590891,183.78602067,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,47.37869836,3683.05615463,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,71.67424418,3812.50224473,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,0.81864522,418.01357345,06/06/2024
,,1986-87 Prescribed Burn,,,143.21194414,11473.44226768,06/06/2024
,,1986-87 Prescribed Burn,1987/01/01,,22.62710690,3949.41278339,06/06/2024
,"0",1986-87 Prescribed Burn,1987/01/01,,71.99161317,4186.45762817,06/06/2024
,"0",1986-87 Prescribed Burn,1987/04/07,,187.88869306,6102.78276356,06/06/2024
,"0",1986-87 Prescribed Burn,1987/04/01,,71.53295088,3435.16761708,06/06/2024
,"0",1986-87 Prescribed Burn,1987/01/01,,28.19090115,1977.94779401,06/06/2024
,,1986-87 Prescribed Burn,,,228.27447671,6660.83259110,06/06/2024
,87/161,1987-88 Prescribed Burn,,,19.69521396,2631.80422132,06/06/2024
,87/160,1987-88 Prescribed Burn,,,3.95851429,727.60059097,06/06/2024
,87/162,1987-88 Prescribed Burn,,,9.57993603,3335.28939778,06/06/2024
,87/SF167,1987-88 Prescribed Burn,,,49.44107735,3615.61773864,06/06/2024
,87/166,1987-88 Prescribed Burn,,,267.61741362,13680.60980796,06/06/2024
,87/165,1987-88 Prescribed Burn,,,118.17022733,8576.51879187,06/06/2024
,87/SF164,1987-88 Prescribed Burn,,,49.34497685,4379.67852332,06/06/2024
,"0",1987-88 Prescribed Burn,1987/09/01,,66.42437114,3568.74669503,06/06/2024
,"0",1987-88 Prescribed Burn,1987/11/01,,55.15037771,8333.71570950,06/06/2024
,"0",1987-88 Prescribed Burn,1988/01/01,,126.25417930,10367.01920966,06/06/2024
,"0",1987-88 Prescribed Burn,1988/01/01,,62.11856720,4986.17540033,06/06/2024
,"0",1987-88 Prescribed Burn,1988/01/01,,546.14174877,25861.42866832,06/06/2024
,,1988-89 Prescribed Burn,,,40.30204631,2804.77607561,06/06/2024
,,1988-89 Prescribed Burn,,,9.10255045,1258.96222441,06/06/2024
,,1988-89 Prescribed Burn,,,28.02296377,2158.91369547,06/06/2024
,,1988-89 Prescribed Burn,,,35.11465820,2630.79868395,06/06/2024
,,1988-89 Prescribed Burn,,,65.30854633,4060.86246891,06/06/2024
,,1988-89 Prescribed Burn,,,24.79330489,2936.31787737,06/06/2024
,,1988-89 Prescribed Burn,,,22.58542301,1883.01342210,06/06/2024
,,1988-89 Prescribed Burn,,,9.22962490,1228.90021268,06/06/2024
,88/161,1988-89 Prescribed Burn,,,232.81692197,12281.65658510,06/06/2024
,88/165,1988-89 Prescribed Burn,,,21.27227261,4728.14822825,06/06/2024
,88/162,1988-89 Prescribed Burn,,,1.86973726,738.45017858,06/06/2024
,88/SF168,1988-89 Prescribed Burn,,,485.37891132,9641.97078646,06/06/2024
,88/166,1988-89 Prescribed Burn,,,285.42338769,34600.03967150,06/06/2024
,88/167,1988-89 Prescribed Burn,,,36.53396015,3566.54684378,06/06/2024
,88/171,1988-89 Prescribed Burn,,,103.07896660,14052.32402542,06/06/2024
,88/171,1988-89 Prescribed Burn,,,31.10699962,6178.63490916,06/06/2024
,88/170,1988-89 Prescribed Burn,,,102.27163766,8506.94764788,06/06/2024
,88/169,1988-89 Prescribed Burn,,,176.37665626,16249.17313767,06/06/2024
,,1988-89 Prescribed Burn,1988/07/01,,143.17433589,11025.06297570,06/06/2024
,,1988-89 Prescribed Burn,,,56.99054232,3635.07906820,06/06/2024
,"0",1988-89 Prescribed Burn,1988/08/01,,24.04295654,5662.03182383,06/06/2024
,"0",1988-89 Prescribed Burn,1988/11/01,,0.70319249,604.15499536,06/06/2024
,,1989-90 Prescribed Burn,,,825.01229662,18411.17247043,06/06/2024
,,1989-90 Prescribed Burn,,,6.34401225,1805.69484747,06/06/2024
,,1989-90 Prescribed Burn,,,159.10511660,5238.85997230,06/06/2024
,,1989-90 Prescribed Burn,,,32.79852361,3167.34573964,06/06/2024
,,1989-90 Prescribed Burn,,,211.69046375,7969.19144311,06/06/2024
,,1989-90 Prescribed Burn,,,164.43928804,10438.38222607,06/06/2024
,,1989-90 Prescribed Burn,,,154.03609214,7041.41441076,06/06/2024
,,1989-90 Prescribed Burn,,,79.36299275,4611.42881730,06/06/2024
,,1989-90 Prescribed Burn,,,77.16102136,3948.80503425,06/06/2024
,,1989-90 Prescribed Burn,,,439.89876041,9224.31566770,06/06/2024
,,1989-90 Prescribed Burn,,,1990.88859130,23200.97733308,06/06/2024
,,1989-90 Prescribed Burn,,,178.63468072,5930.38712582,06/06/2024
,,1989-90 Prescribed Burn,,,1749.21118239,19069.93372137,06/06/2024
,,1989-90 Prescribed Burn,,,81.33813695,4342.21744280,06/06/2024
,,1989-90 Prescribed Burn,,,1263.71168801,33752.45485131,06/06/2024
,,1989-90 Prescribed Burn,,,76.23157121,3641.91382307,06/06/2024
,,1989-90 Prescribed Burn,,,396.43990575,8404.27450184,06/06/2024
,,1989-90 Prescribed Burn,,,163.67388532,6960.00040997,06/06/2024
,,1989-90 Prescribed Burn,,,23.28165498,1959.19805478,06/06/2024
,,1989-90 Prescribed Burn,,,33.77094958,2603.55054941,06/06/2024
,,1989-90 Prescribed Burn,,,72.23579403,4138.00938865,06/06/2024
,,1989-90 Prescribed Burn,,,73.48474367,5791.71051444,06/06/2024
,,1989-90 Prescribed Burn,,,183.47636685,6044.93077717,06/06/2024
,,1989-90 Prescribed Burn,,,5.15316908,914.16466218,06/06/2024
,,1989-90 Prescribed Burn,,,5.34801169,1251.46433244,06/06/2024
,,1989-90 Prescribed Burn,,,26.18188050,2802.22933791,06/06/2024
,,1989-90 Prescribed Burn,,,66.95638416,4936.57013878,06/06/2024
,,1989-90 Prescribed Burn,,,38.14878559,2863.52376581,06/06/2024
